,Primary Instructor,Course Title,Number,YearTerm,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Course,ACP,CS,HUM,NAT,QR,SBS
1635,,History of Musical Events,,2019-fa,,,,,,,,,,,,,,,MUS 134,,,LA,,,
1636,,Social Foundations of Music Ed,,2019-fa,,,,,,,,,,,,,,,MUS 244,ACP,,,,,
1637,,The History of Music II,,2019-fa,,,,,,,,,,,,,,,MUS 314,,,LA,,,
1638,,Princpls and Technqs in Mus Ed,,2019-fa,,,,,,,,,,,,,,,MUS 339,,,,,QR2,
1639,,The Great Lakes - Freshwater Wonder at Risk,,2019-fa,,,,,,,,,,,,,,,NRES 103,,,,LS,,
1640,,Intro to Philosophy-ACP,,2019-fa,,,,,,,,,,,,,,,PHIL 100,ACP,,HP,,,
1641,,Intro to Ethics-ACP,,2019-fa,,,,,,,,,,,,,,,PHIL 104,ACP,,HP,,,
1642,,Introduction to Ethics,,2019-fa,,,,,,,,,,,,,,,PHIL 105,,,HP,,,
1643,,Ethics and Social Policy,,2019-fa,,,,,,,,,,,,,,,PHIL 106,,,,,,SS
1644,,Philosophy in Literature,,2019-fa,,,,,,,,,,,,,,,PHIL 201,,,HP,,,
1645,,Ethics,,2019-fa,,,,,,,,,,,,,,,PHIL 210,,,HP,,,
1646,,Philosophy of Religion Intro,,2019-fa,,,,,,,,,,,,,,,PHIL 230,,,HP,,,
1647,,Philosophy of Religion Intro,,2019-fa,,,,,,,,,,,,,,,REL 230,,,HP,,,
1648,,Philosophy of Science,,2019-fa,,,,,,,,,,,,,,,PHIL 270,,,HP,,,
1649,,"Space, Time, and Matter-ACP",,2019-fa,,,,,,,,,,,,,,,PHIL 419,ACP,,,,,
1650,,"Space, Time, and Matter-ACP",,2019-fa,,,,,,,,,,,,,,,PHYS 419,ACP,,,,,
1651,,Formal Logic and Philosophy,,2019-fa,,,,,,,,,,,,,,,PHIL 453,,,,,QR2,
1652,,Advanced Symbolic Logic,,2019-fa,,,,,,,,,,,,,,,PHIL 454,,,,,QR2,
1653,,Physics Made Easy,,2019-fa,,,,,,,,,,,,,,,PHYS 123,,,,PS,,
1654,,How Things Work,,2019-fa,,,,,,,,,,,,,,,PHYS 140,,,,PS,QR2,
1655,,Physics of Societal Issues,,2019-fa,,,,,,,,,,,,,,,PHYS 150,,,,PS,QR2,
1656,,Intro to Physics Research,,2019-fa,,,,,,,,,,,,,,,PHYS 496,ACP,,,,,
1657,,Introductory Plant Pathology,,2019-fa,,,,,,,,,,,,,,,PLPA 204,,,,LS,,
1658,,Intro to Polish Culture,,2019-fa,,,,,,,,,,,,,,,POL 115,,WCC,LA,,,
1659,,Intro to Polish Culture,,2019-fa,,,,,,,,,,,,,,,REES 115,,WCC,LA,,,
1660,,The New Middle East,,2019-fa,,,,,,,,,,,,,,,PS 152,,NW,,,,SS
1661,,The New Middle East,,2019-fa,,,,,,,,,,,,,,,SAME 152,,NW,,,,SS
1662,,Politics of the National Parks,,2019-fa,,,,,,,,,,,,,,,PS 224,,,,,,SS
1663,,Politics of the National Parks,,2019-fa,,,,,,,,,,,,,,,RST 224,,,,,,SS
1664,,Environmental Politics & Policy,,2019-fa,,,,,,,,,,,,,,,PS 225,,,,,,SS
1665,,Environmental Politics & Policy,,2019-fa,,,,,,,,,,,,,,,RST 225,,,,,,SS
1666,,Intro to Intl Relations-ACP,,2019-fa,,,,,,,,,,,,,,,PS 281,ACP,,,,,SS
1667,,Governing Globalization,,2019-fa,,,,,,,,,,,,,,,PS 282,ACP,,,,,SS
1668,,Intro Experimental Psych,,2019-fa,,,,,,,,,,,,,,,PSYC 103,,,,,,BSC
1669,,Psychology of Prejudice and Discrimination,,2019-fa,,,,,,,,,,,,,,,PSYC 207,,,,,,BSC
1670,,Psychological Statistics,,2019-fa,,,,,,,,,,,,,,,PSYC 301,,,,,QR1,
1671,,Introduction to Intellectual Disability,,2019-fa,,,,,,,,,,,,,,,PSYC 322,,,,,,BSC
1672,,Introduction to Intellectual Disability,,2019-fa,,,,,,,,,,,,,,,REHB 322,,,,,,BSC
1673,,Introduction to Intellectual Disability,,2019-fa,,,,,,,,,,,,,,,SPED 322,,,,,,BSC
1674,,Senior Honors Seminar,,2019-fa,,,,,,,,,,,,,,,PSYC 498,ACP,,,,,
1675,,Senior Honors Seminar II,,2019-fa,,,,,,,,,,,,,,,PSYC 499,ACP,,,,,
1676,,Intro to Russian Culture,,2019-fa,,,,,,,,,,,,,,,REES 116,,WCC,LA,,,
1677,,Intro to Russian Culture,,2019-fa,,,,,,,,,,,,,,,RUSS 115,,WCC,LA,,,
1678,,Intro to Russia and Eurasia,,2019-fa,,,,,,,,,,,,,,,REES 200,,,,,,SS
1679,,Introduction to Eastern Europe,,2019-fa,,,,,,,,,,,,,,,REES 201,,,,,,SS
1680,,Archaeology and the Bible,,2019-fa,,,,,,,,,,,,,,,REL 106,ACP,,HP,,,
1681,,Faith & Self in Global Context,,2019-fa,,,,,,,,,,,,,,,REL 116,,WCC,,,,
1682,,Introduction to Christianity,,2019-fa,,,,,,,,,,,,,,,REL 121,,,HP,,,
1683,,Hebrew Bible in English,,2019-fa,,,,,,,,,,,,,,,REL 201,,,HP,,,
1684,,Intro to Islam - ACP,,2019-fa,,,,,,,,,,,,,,,REL 213,ACP,NW,HP,,,
1685,,Intro to Islam - ACP,,2019-fa,,,,,,,,,,,,,,,SAME 213,ACP,NW,HP,,,
1686,,Introduction to Islam,,2019-fa,,,,,,,,,,,,,,,REL 214,,NW,HP,,,
1687,,Introduction to Islam,,2019-fa,,,,,,,,,,,,,,,SAME 214,,NW,HP,,,
1688,,Mystics and Saints in Islam,,2019-fa,,,,,,,,,,,,,,,REL 260,,NW,LA,,,
1689,,Mystics and Saints in Islam,,2019-fa,,,,,,,,,,,,,,,SAME 260,,NW,LA,,,
1690,,"Religion, Ethics, Environment",,2019-fa,,,,,,,,,,,,,,,REL 270,,WCC,HP,,,
1691,,Introduction to Hinduism,,2019-fa,,,,,,,,,,,,,,,REL 286,,NW,HP,,,
1692,,Intro to Rural Society,,2019-fa,,,,,,,,,,,,,,,RSOC 110,,,,,,SS
1693,,"Recreation, Sport, and Tourism in Modern Society",,2019-fa,,,,,,,,,,,,,,,RST 100,,,,,,SS
1694,,"Parks, Recreation, and Environments",,2019-fa,,,,,,,,,,,,,,,RST 120,,,,,,BSC
1695,,"Strategic Thinking in Recreation, Sport and Tourism",,2019-fa,,,,,,,,,,,,,,,RST 410,ACP,,,,,
1696,,Medicine & Russian Literature,,2019-fa,,,,,,,,,,,,,,,RUSS 260,,,LA,,,
1697,,Comm Disability in the Media,,2019-fa,,,,,,,,,,,,,,,SHS 270,ACP,,,,,SS
1698,,Communication and Aging,,2019-fa,,,,,,,,,,,,,,,SHS 271,,,,,,SS
1699,,Russian & E Euro Folktales,,2019-fa,,,,,,,,,,,,,,,SLAV 120,,WCC,LA,,,
1700,,Topics in Global Culture,,2019-fa,,,,,,,,,,,,,,,SLCL 200,,WCC,HP,,,
1701,,Africa in World Perspective,,2019-fa,,,,,,,,,,,,,,,SOC 122,,NW,,,,SS
1702,,Introduction to Poverty,,2019-fa,,,,,,,,,,,,,,,SOC 161,,WCC,,,,SS
1703,,Social Organization,,2019-fa,,,,,,,,,,,,,,,SOC 179,,,,,,SS
1704,,Social Perspectives on the Family,,2019-fa,,,,,,,,,,,,,,,SOC 273,,,,,,SS
1705,,Technology and Society,,2019-fa,,,,,,,,,,,,,,,SOC 350,,,,,,SS
1706,,Postsocialism Eastern Europe,,2019-fa,,,,,,,,,,,,,,,SOC 366,,WCC,,,,SS
1707,,Social Inequality,,2019-fa,,,,,,,,,,,,,,,SOC 373,,,,,,SS
1708,,Law and Society- ACP,,2019-fa,,,,,,,,,,,,,,,SOC 477,ACP,,,,,
1709,,Demographic Analysis,,2019-fa,,,,,,,,,,,,,,,SOC 488,,,,,QR2,
1710,,"Latin American Diaspora through Film: Beyond Braceros, Narcos, and Latin Lovers",,2019-fa,,,,,,,,,,,,,,,SPAN 248,,US,LA,,,
1711,,Text to Stage,,2019-fa,,,,,,,,,,,,,,,THEA 102,,,LA,,,
1712,,Literature of Modern Theatre,,2019-fa,,,,,,,,,,,,,,,THEA 262,ACP,,LA,,,
1713,,Intro to Translation Studies,,2019-fa,,,,,,,,,,,,,,,TRST 201,,,LA,,,
1714,,Ukrainian Culture,,2019-fa,,,,,,,,,,,,,,,UKR 113,,WCC,LA,,,
1715,,Urban Informatics I,,2019-fa,,,,,,,,,,,,,,,UP 116,,,,,QR1,
1716,,Cities in a Global Perspective,,2019-fa,,,,,,,,,,,,,,,UP 185,,WCC,,,,SS
1717,,Ecology & Environmental Sustainability,,2019-fa,,,,,,,,,,,,,,,UP 205,,,,LS,,
1718,,Social Inequality and Planning,,2019-fa,,,,,,,,,,,,,,,UP 260,,,,,,SS
1719,,Urban Informatics II,,2019-fa,,,,,,,,,,,,,,,UP 316,,,,,QR2,
1720,,Introduction to Arab American Studies,,2018-fa,,,,,,,,,,,,,,,AAS 105,,US,,,,
1721,,Intro to Asian Am Pop Culture,,2018-fa,,,,,,,,,,,,,,,AAS 120,,US,,,,
1722,,U.S. Race and Empire,,2018-fa,,,,,,,,,,,,,,,AAS 200,,US,HP,,,
1723,,U.S. Race and Empire,,2018-fa,,,,,,,,,,,,,,,LLS 200,,US,HP,,,
1724,,US Citizenship Comparatively,,2018-fa,,,,,,,,,,,,,,,AAS 215,,US,HP,,,
1725,,US Citizenship Comparatively,,2018-fa,,,,,,,,,,,,,,,AFRO 215,,US,HP,,,
1726,,US Citizenship Comparatively,,2018-fa,,,,,,,,,,,,,,,AIS 295,,US,HP,,,
1727,,US Citizenship Comparatively,,2018-fa,,,,,,,,,,,,,,,GWS 215,,US,HP,,,
1728,,US Citizenship Comparatively,,2018-fa,,,,,,,,,,,,,,,LLS 215,,US,HP,,,
1729,,Asian Am Historical Sociology,,2018-fa,,,,,,,,,,,,,,,AAS 224,,US,,,,
1730,,Asian Am Historical Sociology,,2018-fa,,,,,,,,,,,,,,,SOC 224,,US,,,,
1731,,Muslims in America,,2018-fa,,,,,,,,,,,,,,,AAS 258,,US,,,,SS
1732,,Muslims in America,,2018-fa,,,,,,,,,,,,,,,LLS 258,,US,,,,SS
1733,,Muslims in America,,2018-fa,,,,,,,,,,,,,,,REL 258,,US,,,,SS
1734,,Intro Asian American Theatre,,2018-fa,,,,,,,,,,,,,,,AAS 260,,US,,,,
1735,,Intro Asian American Theatre,,2018-fa,,,,,,,,,,,,,,,THEA 260,,US,,,,
1736,,Asian American History,,2018-fa,,,,,,,,,,,,,,,AAS 283,,US,HP,,,
1737,,Asian American History,,2018-fa,,,,,,,,,,,,,,,HIST 283,,US,HP,,,
1738,,Asian American Literature,,2018-fa,,,,,,,,,,,,,,,AAS 286,,US,LA,,,
1739,,Asian American Literature,,2018-fa,,,,,,,,,,,,,,,ENGL 286,,US,LA,,,
1740,,Global Islam and Feminisms,,2018-fa,,,,,,,,,,,,,,,AAS 288,,NW,,,,
1741,,Global Islam and Feminisms,,2018-fa,,,,,,,,,,,,,,,GWS 288,,NW,,,,
1742,,"Theories of Race, Gender, and Sexuality",,2018-fa,,,,,,,,,,,,,,,AAS 300,ACP,,,,,
1743,,"Theories of Race, Gender, and Sexuality",,2018-fa,,,,,,,,,,,,,,,GWS 305,ACP,,,,,
1744,,"Theories of Race, Gender, and Sexuality",,2018-fa,,,,,,,,,,,,,,,LLS 305,ACP,,,,,
1745,,Industry-Linked Design Project,,2018-fa,,,,,,,,,,,,,,,ABE 469,ACP,,,,,
1746,,Economic Systems in Africa,,2018-fa,,,,,,,,,,,,,,,ACE 254,,NW,,,,SS
1747,,Economic Systems in Africa,,2018-fa,,,,,,,,,,,,,,,AFST 254,,NW,,,,SS
1748,,Economics of Food and Environmental Justice,,2018-fa,,,,,,,,,,,,,,,ACE 255,,US,,,,SS
1749,,Intro Sustainable Food Systems,,2018-fa,,,,,,,,,,,,,,,ACES 102,,,,LS,,
1750,,Global Advertising,,2018-fa,,,,,,,,,,,,,,,ADV 476,,WCC,,,,SS
1751,,Aerospace Systems Design II,,2018-fa,,,,,,,,,,,,,,,AE 443,ACP,,,,,
1752,,"Black America, 1619-Present",,2018-fa,,,,,,,,,,,,,,,AFRO 101,,US,HP,,,
1753,,"Black America, 1619-Present",,2018-fa,,,,,,,,,,,,,,,HIST 174,,US,HP,,,
1754,,Black Women in the Diaspora,,2018-fa,,,,,,,,,,,,,,,AFRO 103,,US,,,,
1755,,Black Women in the Diaspora,,2018-fa,,,,,,,,,,,,,,,AFST 103,,US,,,,
1756,,Black Women in the Diaspora,,2018-fa,,,,,,,,,,,,,,,GWS 103,,US,,,,
1757,,Black Literature in America,,2018-fa,,,,,,,,,,,,,,,AFRO 105,,US,LA,,,
1758,,Black Literature in America,,2018-fa,,,,,,,,,,,,,,,ENGL 150,,US,LA,,,
1759,,Hist Arch Americas,,2018-fa,,,,,,,,,,,,,,,AFRO 106,,US,HP,,,
1760,,Hist Arch Americas,,2018-fa,,,,,,,,,,,,,,,ANTH 106,,US,HP,,,
1761,,Intro to African-American Film,,2018-fa,,,,,,,,,,,,,,,AFRO 211,,US,,,,
1762,,Intro to African-American Film,,2018-fa,,,,,,,,,,,,,,,MACS 211,,US,,,,
1763,,Intro African American Theat,,2018-fa,,,,,,,,,,,,,,,AFRO 212,,US,,,,
1764,,Intro African American Theat,,2018-fa,,,,,,,,,,,,,,,THEA 263,,US,,,,
1765,,History of the Prison,,2018-fa,,,,,,,,,,,,,,,AFRO 221,,WCC,HP,,,
1766,,History of the Prison,,2018-fa,,,,,,,,,,,,,,,HIST 219,,WCC,HP,,,
1767,,History of the Prison,,2018-fa,,,,,,,,,,,,,,,LA 221,,WCC,HP,,,
1768,,Humanist Persp of Afro-Am Exp,,2018-fa,,,,,,,,,,,,,,,AFRO 224,,US,LA,,,
1769,,Humanist Persp of Afro-Am Exp,,2018-fa,,,,,,,,,,,,,,,CWL 226,,US,LA,,,
1770,,Hip Hop Music: History and Culture,,2018-fa,,,,,,,,,,,,,,,AFRO 228,,US,LA,,,
1771,,Lang Diff Dis: American Persp,,2018-fa,,,,,,,,,,,,,,,AFRO 231,,US,,,,
1772,,Lang Diff Dis: American Persp,,2018-fa,,,,,,,,,,,,,,,SHS 231,,US,,,,
1773,,Pan Africanism,,2018-fa,,,,,,,,,,,,,,,AFRO 243,,NW,,,,SS
1774,,Pan Africanism,,2018-fa,,,,,,,,,,,,,,,AFST 243,,NW,,,,SS
1775,,Pan Africanism,,2018-fa,,,,,,,,,,,,,,,PS 243,,NW,,,,SS
1776,,Introduction to Health and Wellness in the Black Community,,2018-fa,,,,,,,,,,,,,,,AFRO 250,,US,,,,SS
1777,,Afro-American Literature I,,2018-fa,,,,,,,,,,,,,,,AFRO 259,,US,,,,
1778,,Afro-American Literature I,,2018-fa,,,,,,,,,,,,,,,CWL 259,,US,,,,
1779,,Afro-American Literature I,,2018-fa,,,,,,,,,,,,,,,ENGL 259,,US,,,,
1780,,Afro-American Literature II,,2018-fa,,,,,,,,,,,,,,,AFRO 260,,US,,,,
1781,,Afro-American Literature II,,2018-fa,,,,,,,,,,,,,,,CWL 260,,US,,,,
1782,,Afro-American Literature II,,2018-fa,,,,,,,,,,,,,,,ENGL 260,,US,,,,
1783,,Intro to the African Diaspora,,2018-fa,,,,,,,,,,,,,,,AFRO 261,,US,HP,,,
1784,,Intro to the African Diaspora,,2018-fa,,,,,,,,,,,,,,,ANTH 261,,US,HP,,,
1785,,Afro-American History to 1877,,2018-fa,,,,,,,,,,,,,,,AFRO 275,,US,HP,,,
1786,,Afro-American History to 1877,,2018-fa,,,,,,,,,,,,,,,HIST 275,,US,HP,,,
1787,,Afro-American Hist Since 1877,,2018-fa,,,,,,,,,,,,,,,AFRO 276,,US,HP,,,
1788,,Afro-American Hist Since 1877,,2018-fa,,,,,,,,,,,,,,,HIST 276,,US,HP,,,
1789,,African-American Women,,2018-fa,,,,,,,,,,,,,,,AFRO 287,,US,HP,,,
1790,,African-American Women,,2018-fa,,,,,,,,,,,,,,,GWS 287,,US,HP,,,
1791,,African-American Women,,2018-fa,,,,,,,,,,,,,,,HIST 287,,US,HP,,,
1792,,Af Am Urban Hist Since 1917,,2018-fa,,,,,,,,,,,,,,,AFRO 290,,US,HP,,,
1793,,Af Am Urban Hist Since 1917,,2018-fa,,,,,,,,,,,,,,,HIST 284,,US,HP,,,
1794,,Dancing Black Popular Culture,,2018-fa,,,,,,,,,,,,,,,AFRO 340,,US,HP,,,
1795,,Dancing Black Popular Culture,,2018-fa,,,,,,,,,,,,,,,DANC 340,,US,HP,,,
1796,,Class Politics & Blk Community,,2018-fa,,,,,,,,,,,,,,,AFRO 372,ACP,,,,,
1797,,Class Politics & Blk Community,,2018-fa,,,,,,,,,,,,,,,HIST 384,ACP,,,,,
1798,,African Diasporic Lit Americas,,2018-fa,,,,,,,,,,,,,,,AFRO 400,,US,,,,
1799,,African Diasporic Lit Americas,,2018-fa,,,,,,,,,,,,,,,CWL 400,,US,,,,
1800,,Slavery in the United States,,2018-fa,,,,,,,,,,,,,,,AFRO 460,ACP,,,,,
1801,,Slavery in the United States,,2018-fa,,,,,,,,,,,,,,,HIST 482,ACP,,,,,
1802,,"Black Freed Move, 1955-Present",,2018-fa,,,,,,,,,,,,,,,AFRO 474,ACP,,,,,
1803,,"Black Freed Move, 1955-Present",,2018-fa,,,,,,,,,,,,,,,HIST 478,ACP,,,,,
1804,,Constr Afr and Carib Identity,,2018-fa,,,,,,,,,,,,,,,AFST 209,,NW,,,,
1805,,Constr Afr and Carib Identity,,2018-fa,,,,,,,,,,,,,,,CWL 225,,NW,,,,
1806,,Constr Afr and Carib Identity,,2018-fa,,,,,,,,,,,,,,,FR 240,,NW,,,,
1807,,Constr Afr and Carib Identity,,2018-fa,,,,,,,,,,,,,,,LAST 240,,NW,,,,
1808,,African Muslim Cultures,,2018-fa,,,,,,,,,,,,,,,AFST 213,,NW,HP,,,
1809,,African Muslim Cultures,,2018-fa,,,,,,,,,,,,,,,HIST 213,,NW,HP,,,
1810,,African Muslim Cultures,,2018-fa,,,,,,,,,,,,,,,REL 215,,NW,HP,,,
1811,,Introduction to Modern Africa,,2018-fa,,,,,,,,,,,,,,,AFST 222,,NW,,,,
1812,,Introduction to Modern Africa,,2018-fa,,,,,,,,,,,,,,,ANTH 222,,NW,,,,
1813,,Introduction to Modern Africa,,2018-fa,,,,,,,,,,,,,,,PS 242,,NW,,,,
1814,,Introduction to Modern Africa,,2018-fa,,,,,,,,,,,,,,,SOC 222,,NW,,,,
1815,,African Film and Society,,2018-fa,,,,,,,,,,,,,,,AFST 266,,NW,,,,
1816,,African Film and Society,,2018-fa,,,,,,,,,,,,,,,ANTH 266,,NW,,,,
1817,,Memoirs of Africa,,2018-fa,,,,,,,,,,,,,,,AFST 267,ACP,NW,,,,
1818,,Memoirs of Africa,,2018-fa,,,,,,,,,,,,,,,ANTH 267,ACP,NW,,,,
1819,,Public Information Campaigns,,2018-fa,,,,,,,,,,,,,,,AGCM 320,ACP,,,,,
1820,,Leadership Ethics & Pluralism,,2018-fa,,,,,,,,,,,,,,,AGED 340,,US,,,,
1821,,Advanced Leadership Studies,,2018-fa,,,,,,,,,,,,,,,AGED 360,,,,,,SS
1822,,Contemp Issues in Ind Country,,2018-fa,,,,,,,,,,,,,,,AIS 102,,US,,,,SS
1823,,Native Religious Traditions,,2018-fa,,,,,,,,,,,,,,,AIS 140,,US,HP,,,
1824,,Lang & Culture Native North Am,,2018-fa,,,,,,,,,,,,,,,AIS 165,,NW,,,,
1825,,Lang & Culture Native North Am,,2018-fa,,,,,,,,,,,,,,,ANTH 165,,NW,,,,
1826,,Intro to American Indian Lit,,2018-fa,,,,,,,,,,,,,,,AIS 265,,US,LA,,,
1827,,Intro to American Indian Lit,,2018-fa,,,,,,,,,,,,,,,ENGL 265,,US,LA,,,
1828,,Am Indian and Indigenous Film,,2018-fa,,,,,,,,,,,,,,,AIS 275,,US,LA,,,
1829,,Am Indian and Indigenous Film,,2018-fa,,,,,,,,,,,,,,,ENGL 275,,US,LA,,,
1830,,Am Indian and Indigenous Film,,2018-fa,,,,,,,,,,,,,,,MACS 275,,US,LA,,,
1831,,Native American History,,2018-fa,,,,,,,,,,,,,,,AIS 278,,US,HP,,,
1832,,Native American History,,2018-fa,,,,,,,,,,,,,,,HIST 278,,US,HP,,,
1833,,Indigenous Thinkers,,2018-fa,,,,,,,,,,,,,,,AIS 285,,NW,HP,,,
1834,,American Indians of Illinois,,2018-fa,,,,,,,,,,,,,,,AIS 288,,US,HP,,,
1835,,American Indians of Illinois,,2018-fa,,,,,,,,,,,,,,,ANTH 288,,US,HP,,,
1836,,American Indians of Illinois,,2018-fa,,,,,,,,,,,,,,,HIST 288,,US,HP,,,
1837,,World Animal Resources,,2018-fa,,,,,,,,,,,,,,,ANSC 205,ACP,,,,,
1838,,Human Origins and Culture,,2018-fa,,,,,,,,,,,,,,,ANTH 102,,,,,,SS
1839,,Talking Culture,,2018-fa,,,,,,,,,,,,,,,ANTH 104,,,,,,SS
1840,,Talking Culture,,2018-fa,,,,,,,,,,,,,,,LING 104,,,,,,SS
1841,,Religion & Society in West II,,2018-fa,,,,,,,,,,,,,,,ANTH 109,,WCC,HP,,,
1842,,Religion & Society in West II,,2018-fa,,,,,,,,,,,,,,,PHIL 109,,WCC,HP,,,
1843,,Religion & Society in West II,,2018-fa,,,,,,,,,,,,,,,REL 109,,WCC,HP,,,
1844,,Religion & Society in West II,,2018-fa,,,,,,,,,,,,,,,SOC 109,,WCC,HP,,,
1845,,The Archaeology of Illinois,,2018-fa,,,,,,,,,,,,,,,ANTH 157,,,HP,,,
1846,,Contemporary Social Issues,,2018-fa,,,,,,,,,,,,,,,ANTH 160,,US,,,,
1847,,Archaeology and Pop Culture,,2018-fa,,,,,,,,,,,,,,,ANTH 175,,,HP,,,
1848,,Latin American Cultures,,2018-fa,,,,,,,,,,,,,,,ANTH 182,,NW,,,,SS
1849,,"Food, Culture, and Society",,2018-fa,,,,,,,,,,,,,,,ANTH 209,,,,,,SS
1850,,Exploring African Cities,,2018-fa,,,,,,,,,,,,,,,ANTH 223,,NW,HP,,,
1851,,Exploring African Cities,,2018-fa,,,,,,,,,,,,,,,LA 220,,NW,HP,,,
1852,,Tourist Cities and Sites,,2018-fa,,,,,,,,,,,,,,,ANTH 224,,,,,,SS
1853,,Women in Prehistory,,2018-fa,,,,,,,,,,,,,,,ANTH 225,,,,,,SS
1854,,Women in Prehistory,,2018-fa,,,,,,,,,,,,,,,GWS 225,,,,,,SS
1855,,Human Biological Variation,,2018-fa,,,,,,,,,,,,,,,ANTH 241,,,,LS,,
1856,,Evolution and Human Disease,,2018-fa,,,,,,,,,,,,,,,ANTH 249,,,,LS,,
1857,,The World Through Museums,,2018-fa,,,,,,,,,,,,,,,ANTH 250,,WCC,,,,SS
1858,,The World Through Museums,,2018-fa,,,,,,,,,,,,,,,MUSE 250,,WCC,,,,SS
1859,,Women's Lives,,2018-fa,,,,,,,,,,,,,,,ANTH 262,,,,,,SS
1860,,Women's Lives,,2018-fa,,,,,,,,,,,,,,,GWS 262,,,,,,SS
1861,,Images of the Other,,2018-fa,,,,,,,,,,,,,,,ANTH 268,ACP,WCC,HP,,,
1862,,Language in Culture-ACP,,2018-fa,,,,,,,,,,,,,,,ANTH 271,ACP,,,,,
1863,,"Ancient Cities, Sacred Land",,2018-fa,,,,,,,,,,,,,,,ANTH 277,,WCC,,,,SS
1864,,Intro to Korea Through Film,,2018-fa,,,,,,,,,,,,,,,ANTH 285,,NW,,,,
1865,,Intro to Korea Through Film,,2018-fa,,,,,,,,,,,,,,,EALC 285,,NW,,,,
1866,,Southeast Asian Civilizations,,2018-fa,,,,,,,,,,,,,,,ANTH 286,,NW,HP,,,
1867,,Southeast Asian Civilizations,,2018-fa,,,,,,,,,,,,,,,ASST 286,,NW,HP,,,
1868,,Southeast Asian Civilizations,,2018-fa,,,,,,,,,,,,,,,HIST 225,,NW,HP,,,
1869,,Jewish Cultures of the World,,2018-fa,,,,,,,,,,,,,,,ANTH 290,,NW,,,,
1870,,"Body, Personhood, and Culture",,2018-fa,,,,,,,,,,,,,,,ANTH 362,,,,,,SS
1871,,Aztec Civilization,,2018-fa,,,,,,,,,,,,,,,ANTH 376,,NW,,,,
1872,,The World of Jewish Sepharad,,2018-fa,,,,,,,,,,,,,,,ANTH 393,,WCC,HP,,,
1873,,The World of Jewish Sepharad,,2018-fa,,,,,,,,,,,,,,,HIST 393,,WCC,HP,,,
1874,,The World of Jewish Sepharad,,2018-fa,,,,,,,,,,,,,,,REL 393,,WCC,HP,,,
1875,,Writing Ethnography,,2018-fa,,,,,,,,,,,,,,,ANTH 414,ACP,,,,,
1876,,Islamic Gardens & Architecture,,2018-fa,,,,,,,,,,,,,,,ARCH 222,,NW,HP,,,
1877,,Islamic Gardens & Architecture,,2018-fa,,,,,,,,,,,,,,,LA 222,,NW,HP,,,
1878,,History of World Landscapes,,2018-fa,,,,,,,,,,,,,,,ARCH 314,ACP,WCC,HP,,,
1879,,History of World Landscapes,,2018-fa,,,,,,,,,,,,,,,LA 314,ACP,WCC,HP,,,
1880,,Drawing for Non-Majors,,2018-fa,,,,,,,,,,,,,,,ART 102,,,LA,,,
1881,,Painting for Non-Majors,,2018-fa,,,,,,,,,,,,,,,ART 103,,,LA,,,
1882,,Sculpture for Non-Majors,,2018-fa,,,,,,,,,,,,,,,ART 104,,,LA,,,
1883,,Introduction to Art,,2018-fa,,,,,,,,,,,,,,,ART 140,,,LA,,,
1884,,Experience & Meaning in Design,,2018-fa,,,,,,,,,,,,,,,ART 205,,WCC,,,,BSC
1885,,Digital Art and Sustainability,,2018-fa,,,,,,,,,,,,,,,ART 208,,,LA,,,
1886,,Visual Culture of Fandoms,,2018-fa,,,,,,,,,,,,,,,ART 221,,,LA,,,
1887,,Learning Through Contemporary Art,,2018-fa,,,,,,,,,,,,,,,ART 240,,,LA,,,
1888,,Exploring Visual Culture,,2018-fa,,,,,,,,,,,,,,,ART 280,,WCC,LA,,,
1889,,Writing with Video,,2018-fa,,,,,,,,,,,,,,,ART 350,,WCC,LA,,,
1890,,Chado (The Way of Tea),,2018-fa,,,,,,,,,,,,,,,ARTD 209,,NW,,,,
1891,,eWaste: Sustainable Design,,2018-fa,,,,,,,,,,,,,,,ARTD 240,,,LA,,,
1892,,Introduction to the History of Art and Visual Culture,,2018-fa,,,,,,,,,,,,,,,ARTH 110,,WCC,LA,,,
1893,,Ancient to Medieval Art,,2018-fa,,,,,,,,,,,,,,,ARTH 111,,,LA,,,
1894,,Ancient to Medieval Art,,2018-fa,,,,,,,,,,,,,,,MDVL 111,,,LA,,,
1895,,Renaissance to Modern Art,,2018-fa,,,,,,,,,,,,,,,ARTH 112,,,LA,,,
1896,,Introduction to African Art,,2018-fa,,,,,,,,,,,,,,,ARTH 113,,NW,,,,
1897,,Introduction to East Asian Art,,2018-fa,,,,,,,,,,,,,,,ARTH 114,,NW,,,,
1898,,Introduction to East Asian Art,,2018-fa,,,,,,,,,,,,,,,EALC 114,,NW,,,,
1899,,Art in a Global Context,,2018-fa,,,,,,,,,,,,,,,ARTH 115,,NW,LA,,,
1900,,Design History Survey,,2018-fa,,,,,,,,,,,,,,,ARTH 211,,,LA,,,
1901,,Development of Ancient Cities,,2018-fa,,,,,,,,,,,,,,,ARTH 217,,WCC,HP,,,
1902,,Development of Ancient Cities,,2018-fa,,,,,,,,,,,,,,,CLCV 231,,WCC,HP,,,
1903,,"Modern Art, 1880-1940",,2018-fa,,,,,,,,,,,,,,,ARTH 241,,,LA,,,
